catalogNumber                       AA0137
basisOfRecord               LivingSpecimen
decimalLatitude                     348613
decimalLongitude                   6284291
phylum                        Tracheophyta
Class                        Magnoliopsida
order                              Rosales
family                            Moraceae
genus                                Ficus
specificEpithet                  religiosa
infraspecificEpithet                   NaN
nameAcordingTo                          L.
verbatimTaxonRank                      NaN
taxonRank                          species
acceptedNameUsage       Ficus religiosa L.
Nombre común                           NaN
Estado                                Viva
establishmentMeans                 Exótica
ingreso                               2019
plantacion                             NaN
sex                                    NaN
Name: AA0137, dtype: object
