catalogNumber                       AA1251
basisOfRecord               LivingSpecimen
decimalLatitude                     348418
decimalLongitude                   6284304
phylum                        Tracheophyta
Class                        Magnoliopsida
order                           Sapindales
family                           Meliaceae
genus                                Melia
specificEpithet                  azedarach
infraspecificEpithet                   NaN
nameAcordingTo                          L.
verbatimTaxonRank                      NaN
taxonRank                          species
acceptedNameUsage       Melia azedarach L.
Nombre común                           NaN
Estado                                Viva
establishmentMeans                 Exótica
ingreso                               2019
plantacion                             NaN
locationRemarks                        NaN
sex                          hermaphrodite
Name: AA1251, dtype: object
