catalogNumber                                AA0558
basisOfRecord                        LivingSpecimen
decimalLatitude                              348518
decimalLongitude                            6284418
phylum                                 Tracheophyta
Class                                     Pinopsida
order                                   Cupressales
family                                Podocarpaceae
genus                                    Podocarpus
specificEpithet                           nubigenus
infraspecificEpithet                            NaN
nameAcordingTo                               Lindl.
verbatimTaxonRank                               NaN
taxonRank                                   species
acceptedNameUsage       Podocarpus nubigenus Lindl.
Nombre común                                    NaN
Estado                                       Muerto
establishmentMeans                           Nativa
ingreso                                        2019
plantacion                                      NaN
sex                                             NaN
Name: AA0558, dtype: object
