catalogNumber                                AA1116
basisOfRecord                        LivingSpecimen
decimalLatitude                              348438
decimalLongitude                            6284743
phylum                                 Tracheophyta
Class                                 Magnoliopsida
order                                      Myrtales
family                                    Myrtaceae
genus                                    Eucalyptus
specificEpithet                            globulus
infraspecificEpithet                            NaN
nameAcordingTo                              Labill.
verbatimTaxonRank                               NaN
taxonRank                                   species
acceptedNameUsage       Eucalyptus globulus Labill.
Nombre común                                    NaN
Estado                                         Viva
establishmentMeans                          Exótica
ingreso                                        2019
plantacion                                      NaN
sex                                   hermaphrodite
Name: AA1116, dtype: object
