catalogNumber                          AA0029
basisOfRecord                  LivingSpecimen
decimalLatitude                        348654
decimalLongitude                      6284234
phylum                           Tracheophyta
Class                           Magnoliopsida
order                                Lamiales
family                               Oleaceae
genus                                Fraxinus
specificEpithet                     excelsior
infraspecificEpithet                      NaN
nameAcordingTo                             L.
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Fraxinus excelsior L.
Nombre común                           Fresno
Estado                                   Viva
establishmentMeans                    Exótica
ingreso                                  2019
plantacion                                NaN
sex                             hermaphrodite
Name: AA0029, dtype: object
