catalogNumber                                AA0939
basisOfRecord                        LivingSpecimen
decimalLatitude                              348580
decimalLongitude                            6284609
phylum                                 Tracheophyta
Class                                 Magnoliopsida
order                                      Lamiales
family                                     Oleaceae
genus                                     Ligustrum
specificEpithet                             lucidum
infraspecificEpithet                            NaN
nameAcordingTo                            W.T.Aiton
verbatimTaxonRank                               NaN
taxonRank                                   species
acceptedNameUsage       Ligustrum lucidum W.T.Aiton
Nombre común                                    NaN
Estado                                         Viva
establishmentMeans                          Exótica
ingreso                                        2019
plantacion                                      NaN
sex                                   hermaphrodite
Name: AA0939, dtype: object
