catalogNumber                                AA1147
basisOfRecord                        LivingSpecimen
decimalLatitude                              348431
decimalLongitude                            6284701
phylum                                 Tracheophyta
Class                                 Magnoliopsida
order                                      Myrtales
family                                    Myrtaceae
genus                                    Eucalyptus
specificEpithet                            globulus
infraspecificEpithet                            NaN
nameAcordingTo                              Labill.
verbatimTaxonRank                               NaN
taxonRank                                   species
acceptedNameUsage       Eucalyptus globulus Labill.
establishmentMeans                          Exótica
locationRemarks                                 NaN
sex                                   hermaphrodite
Name: AA1147, dtype: object
