catalogNumber                               AA0651
basisOfRecord                       LivingSpecimen
decimalLatitude                             348451
decimalLongitude                           6284475
phylum                                Tracheophyta
Class                                Magnoliopsida
order                                 Malpighiales
family                                  Salicaceae
genus                                      Populus
specificEpithet                         canadensis
infraspecificEpithet                         I-214
nameAcordingTo                              Moench
verbatimTaxonRank       Populus x canadensis I-214
taxonRank                                 varietas
acceptedNameUsage        Populus canadensis Moench
establishmentMeans                         Exótica
sex                                  hermaphrodite
Name: AA0651, dtype: object
