catalogNumber                          AA0567
basisOfRecord                  LivingSpecimen
decimalLatitude                        348497
decimalLongitude                      6284422
phylum                           Tracheophyta
Class                           Magnoliopsida
order                               Proteales
family                             Proteaceae
genus                                 Lomatia
specificEpithet                       hirsuta
infraspecificEpithet                      NaN
nameAcordingTo                          Diels
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Lomatia hirsuta Diels
establishmentMeans                     Nativa
sex                             hermaphrodite
Name: AA0567, dtype: object
