catalogNumber                          AA0774
basisOfRecord                  LivingSpecimen
decimalLatitude                        348604
decimalLongitude                      6284498
phylum                           Tracheophyta
Class                           Magnoliopsida
order                               Solanales
family                             Solanaceae
genus                                 Cestrum
specificEpithet                        parqui
infraspecificEpithet                      NaN
nameAcordingTo                         L'Hér.
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Cestrum parqui L'Hér.
establishmentMeans                     Nativa
locationRemarks                           NaN
sex                                       NaN
Name: AA0774, dtype: object
