catalogNumber                          AA0027
basisOfRecord                  LivingSpecimen
decimalLatitude                        348667
decimalLongitude                      6284231
phylum                           Tracheophyta
Class                           Magnoliopsida
order                                Lamiales
family                               Oleaceae
genus                                Fraxinus
specificEpithet                     excelsior
infraspecificEpithet                      NaN
nameAcordingTo                             L.
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Fraxinus excelsior L.
establishmentMeans                    Exótica
locationRemarks                           NaN
sex                             hermaphrodite
Name: AA0027, dtype: object
