catalogNumber                                          AA1396
basisOfRecord                                             NaN
decimalLatitude                                        348357
decimalLongitude                                      6284364
class                                           Magnoliopsida
order                                                 Rosales
family                                               Rosaceae
genus                                                Photinia
specificEpithet                                  serratifolia
infraspecificEpithet                                      NaN
nameAcordingTo                                        Kalkman
verbatimTaxonRank                                         NaN
taxonRank                                                 NaN
acceptedNameUsage       Photinia serratifolia (Desf.) Kalkman
Unnamed: 14                                          ACCEPTED
Unnamed: 15                                              Viva
establishmentMeans                                    Exótica
Unnamed: 17                                              2019
Unnamed: 18                                               NaN
locationRemarks                                           NaN
sex                                                       NaN
Name: AA1396, dtype: object
