catalogNumber                                AA0554
basisOfRecord                        LivingSpecimen
decimalLatitude                              348508
decimalLongitude                            6284421
phylum                                 Tracheophyta
Class                                     Pinopsida
order                                   Cupressales
family                                Podocarpaceae
genus                                    Podocarpus
specificEpithet                           nubigenus
infraspecificEpithet                            NaN
nameAcordingTo                               Lindl.
verbatimTaxonRank                               NaN
taxonRank                                   species
acceptedNameUsage       Podocarpus nubigenus Lindl.
establishmentMeans                           Nativa
sex                                             NaN
Name: AA0554, dtype: object
