catalogNumber                                 AA1514
basisOfRecord                         LivingSpecimen
decimalLatitude                               348419
decimalLongitude                             6284353
phylum                                  Tracheophyta
Class                                  Magnoliopsida
order                                   Malpighiales
family                                 Euphorbiaceae
genus                                     Avellanita
specificEpithet                          bustillosii
infraspecificEpithet                             NaN
nameAcordingTo                                 Phil.
verbatimTaxonRank                                NaN
taxonRank                                    species
acceptedNameUsage       Avellanita bustillosii Phil.
establishmentMeans                            Nativa
locationRemarks                                  NaN
sex                                              NaN
Name: AA1514, dtype: object
