catalogNumber                                          AA0937
basisOfRecord                                  LivingSpecimen
decimalLatitude                                        348579
decimalLongitude                                      6284591
phylum                                           Tracheophyta
Class                                           Magnoliopsida
order                                                 Fabales
family                                               Fabaceae
genus                                                   Senna
specificEpithet                                   candolleana
infraspecificEpithet                                      NaN
nameAcordingTo                            H.S.Irwin & Barneby
verbatimTaxonRank                                         NaN
taxonRank                                             species
acceptedNameUsage       Senna candolleana H.S.Irwin & Barneby
establishmentMeans                                     Nativa
sex                                             hermaphrodite
Name: AA0937, dtype: object
