catalogNumber                          AA0565
basisOfRecord                  LivingSpecimen
decimalLatitude                        348496
decimalLongitude                      6284419
phylum                           Tracheophyta
Class                           Magnoliopsida
order                               Proteales
family                             Proteaceae
genus                                 Lomatia
specificEpithet                       hirsuta
infraspecificEpithet                      NaN
nameAcordingTo                          Diels
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Lomatia hirsuta Diels
establishmentMeans                     Nativa
sex                             hermaphrodite
Name: AA0565, dtype: object
