catalogNumber                                          AA0301
basisOfRecord                                  LivingSpecimen
decimalLatitude                                        348565
decimalLongitude                                      6284439
phylum                                           Tracheophyta
Class                                           Magnoliopsida
order                                                 Fabales
family                                               Fabaceae
genus                                                   Senna
specificEpithet                                   candolleana
infraspecificEpithet                                      NaN
nameAcordingTo                            H.S.Irwin & Barneby
verbatimTaxonRank                                         NaN
taxonRank                                             species
acceptedNameUsage       Senna candolleana H.S.Irwin & Barneby
establishmentMeans                                     Nativa
locationRemarks                                           NaN
sex                                             hermaphrodite
Name: AA0301, dtype: object
