catalogNumber                                AA0794
basisOfRecord                        LivingSpecimen
decimalLatitude                              348299
decimalLongitude                            6284423
phylum                                 Tracheophyta
Class                                 Magnoliopsida
order                                      Lamiales
family                                 Bignoniaceae
genus                                     Jacaranda
specificEpithet                         mimosifolia
infraspecificEpithet                            NaN
nameAcordingTo                                D.Don
verbatimTaxonRank                               NaN
taxonRank                                   species
acceptedNameUsage       Jacaranda mimosifolia D.Don
establishmentMeans                          Exótica
sex                                   hermaphrodite
Name: AA0794, dtype: object
