catalogNumber                                AA1136
basisOfRecord                        LivingSpecimen
decimalLatitude                              348431
decimalLongitude                            6284712
phylum                                 Tracheophyta
Class                                 Magnoliopsida
order                                      Myrtales
family                                    Myrtaceae
genus                                    Eucalyptus
specificEpithet                            globulus
infraspecificEpithet                            NaN
nameAcordingTo                              Labill.
verbatimTaxonRank                               NaN
taxonRank                                   species
acceptedNameUsage       Eucalyptus globulus Labill.
Nombre común                                    NaN
Estado                                         Viva
establishmentMeans                          Exótica
ingreso                                        2019
plantacion                                      NaN
locationRemarks                                 NaN
sex                                   hermaphrodite
Name: AA1136, dtype: object
