catalogNumber                                          AA0026
basisOfRecord                                  LivingSpecimen
decimalLatitude                                        348660
decimalLongitude                                      6284241
phylum                                           Tracheophyta
Class                                               Pinopsida
order                                             Cupressales
family                                           Cupressaceae
genus                                               Cupressus
specificEpithet                                    macrocarpa
infraspecificEpithet                                      NaN
nameAcordingTo                               Hartw. ex Gordon
verbatimTaxonRank                                         NaN
taxonRank                                             species
acceptedNameUsage       Cupressus macrocarpa Hartw. ex Gordon
establishmentMeans                                    Exótica
sex                                                       NaN
Name: AA0026, dtype: object
