catalogNumber                                          AA0307
basisOfRecord                                  LivingSpecimen
decimalLatitude                                        348566
decimalLongitude                                      6284429
phylum                                           Tracheophyta
Class                                           Magnoliopsida
order                                                 Fabales
family                                               Fabaceae
genus                                                   Senna
specificEpithet                                   candolleana
infraspecificEpithet                                      NaN
nameAcordingTo                            H.S.Irwin & Barneby
verbatimTaxonRank                                         NaN
taxonRank                                             species
acceptedNameUsage       Senna candolleana H.S.Irwin & Barneby
establishmentMeans                                     Nativa
locationRemarks                                           NaN
sex                                             hermaphrodite
Name: AA0307, dtype: object
