catalogNumber                                 AA0793
basisOfRecord                         LivingSpecimen
decimalLatitude                               348287
decimalLongitude                             6284446
phylum                                  Tracheophyta
Class                                  Magnoliopsida
order                                       Malvales
family                                     Malvaceae
genus                                   Brachychiton
specificEpithet                            populneus
infraspecificEpithet                             NaN
nameAcordingTo                                 R.Br.
verbatimTaxonRank                                NaN
taxonRank                                    species
acceptedNameUsage       Brachychiton populneus R.Br.
establishmentMeans                           Exótica
sex                                    hermaphrodite
Name: AA0793, dtype: object
