catalogNumber                   AA0037
basisOfRecord           LivingSpecimen
decimalLatitude                 348684
decimalLongitude               6284217
phylum                    Tracheophyta
Class                    Magnoliopsida
order                   Caryophyllales
family                    Tamaricaceae
genus                          Tamarix
specificEpithet                    NaN
infraspecificEpithet               NaN
nameAcordingTo                      L.
verbatimTaxonRank                  sp.
taxonRank                        genus
acceptedNameUsage          Tamarix  L.
Nombre común                 Tamarisco
Estado                            Viva
establishmentMeans             Exótica
ingreso                           2019
plantacion                         NaN
locationRemarks                    NaN
sex                                NaN
Name: AA0037, dtype: object
