catalogNumber                          AA0832
basisOfRecord                  LivingSpecimen
decimalLatitude                        348430
decimalLongitude                      6284407
phylum                           Tracheophyta
Class                           Magnoliopsida
order                                Lamiales
family                               Oleaceae
genus                                Fraxinus
specificEpithet                     excelsior
infraspecificEpithet                      NaN
nameAcordingTo                             L.
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Fraxinus excelsior L.
establishmentMeans                    Exótica
sex                             hermaphrodite
Name: AA0832, dtype: object
