catalogNumber                          AA0858
basisOfRecord                  LivingSpecimen
decimalLatitude                        348475
decimalLongitude                      6284515
phylum                           Tracheophyta
Class                           Magnoliopsida
order                                 Rosales
family                               Rosaceae
genus                                 Cydonia
specificEpithet                       oblonga
infraspecificEpithet                      NaN
nameAcordingTo                          Mill.
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Cydonia oblonga Mill.
establishmentMeans                    Exótica
locationRemarks                           NaN
sex                                       NaN
Name: AA0858, dtype: object
