catalogNumber                          AA1517
basisOfRecord                  LivingSpecimen
decimalLatitude                        348538
decimalLongitude                      6284228
phylum                           Tracheophyta
Class                           Magnoliopsida
order                                Lamiales
family                               Oleaceae
genus                                Fraxinus
specificEpithet                     excelsior
infraspecificEpithet                      NaN
nameAcordingTo                             L.
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Fraxinus excelsior L.
establishmentMeans                    Exótica
locationRemarks                           NaN
sex                             hermaphrodite
Name: AA1517, dtype: object
