catalogNumber                                 AA0209
basisOfRecord                         LivingSpecimen
decimalLatitude                               348597
decimalLongitude                             6284405
phylum                                  Tracheophyta
Class                                  Magnoliopsida
order                                        Fabales
family                                      Fabaceae
genus                                         Acacia
specificEpithet                                caven
infraspecificEpithet                             NaN
nameAcordingTo                       (Molina) Molina
verbatimTaxonRank                                NaN
taxonRank                                    species
acceptedNameUsage       Acacia caven (Molina) Molina
establishmentMeans                            Nativa
sex                                    hermaphrodite
Name: AA0209, dtype: object
