catalogNumber                                AA0058
basisOfRecord                        LivingSpecimen
decimalLatitude                              348649
decimalLongitude                            6284189
phylum                                 Tracheophyta
Class                                 Magnoliopsida
order                                      Myrtales
family                                    Myrtaceae
genus                                    Eucalyptus
specificEpithet                            globulus
infraspecificEpithet                            NaN
nameAcordingTo                              Labill.
verbatimTaxonRank                               NaN
taxonRank                                   species
acceptedNameUsage       Eucalyptus globulus Labill.
establishmentMeans                          Exótica
sex                                   hermaphrodite
Name: AA0058, dtype: object
