catalogNumber                          AA0944
basisOfRecord                  LivingSpecimen
decimalLatitude                        348531
decimalLongitude                      6284654
phylum                           Tracheophyta
Class                           Magnoliopsida
order                                Lamiales
family                               Oleaceae
genus                                Fraxinus
specificEpithet                     excelsior
infraspecificEpithet                      NaN
nameAcordingTo                             L.
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Fraxinus excelsior L.
Nombre común                              NaN
Estado                                   Viva
establishmentMeans                    Exótica
ingreso                                  2019
plantacion                                NaN
locationRemarks                           NaN
sex                             hermaphrodite
Name: AA0944, dtype: object
