catalogNumber                               AA1290
basisOfRecord                       LivingSpecimen
decimalLatitude                             348338
decimalLongitude                           6284376
phylum                                Tracheophyta
Class                                Magnoliopsida
order                                 Saxifragales
family                                Altingiaceae
genus                                  Liquidambar
specificEpithet                        styraciflua
infraspecificEpithet                           NaN
nameAcordingTo                                  L.
verbatimTaxonRank                              NaN
taxonRank                                  species
acceptedNameUsage       Liquidambar styraciflua L.
Nombre común                                   NaN
Estado                                        Viva
establishmentMeans                         Exótica
ingreso                                       2019
plantacion                                     NaN
locationRemarks                                NaN
sex                                  hermaphrodite
Name: AA1290, dtype: object
