catalogNumber                          AA0352
basisOfRecord                  LivingSpecimen
decimalLatitude                        348633
decimalLongitude                      6284415
phylum                           Tracheophyta
Class                           Magnoliopsida
order                                 Fabales
family                               Fabaceae
genus                                Prosopis
specificEpithet                          alba
infraspecificEpithet                      NaN
nameAcordingTo                        Griseb.
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Prosopis alba Griseb.
establishmentMeans                     Nativa
locationRemarks                           NaN
sex                             hermaphrodite
Name: AA0352, dtype: object
