catalogNumber                          AA0484
basisOfRecord                  LivingSpecimen
decimalLatitude                        348533
decimalLongitude                      6284422
phylum                           Tracheophyta
Class                           Magnoliopsida
order                                Myrtales
family                              Myrtaceae
genus                                    Luma
specificEpithet                     apiculata
infraspecificEpithet                      NaN
nameAcordingTo                         Burret
verbatimTaxonRank                         NaN
taxonRank                             species
acceptedNameUsage       Luma apiculata Burret
establishmentMeans                     Nativa
locationRemarks                           NaN
sex                             hermaphrodite
Name: AA0484, dtype: object
